K3311 (smoothed)
   1.0000000    0.0000000
   0.9975400    0.0005500
   0.9907000    0.0020600
   0.9803700    0.0042800
   0.9669800    0.0070600
   0.9504400    0.0104000
   0.9306400    0.0143000
   0.9077500    0.0187100
   0.8820200    0.0235700
   0.8537000    0.0287900
   0.8230900    0.0343000
   0.7904800    0.0399900
   0.7561600    0.0457500
   0.7204300    0.0515000
   0.6835900    0.0571300
   0.6459400    0.0625700
   0.6077800    0.0677200
   0.5693700    0.0724600
   0.5309900    0.0766600
   0.4926500    0.0802500
   0.4543500    0.0831500
   0.4163800    0.0852500
   0.3788700    0.0864700
   0.3420400    0.0867400
   0.3060900    0.0860400
   0.2712000    0.0843600
   0.2376000    0.0817400
   0.2054900    0.0782100
   0.1750400    0.0738100
   0.1464800    0.0686100
   0.1199900    0.0626700
   0.0957600    0.0560900
   0.0739500    0.0489900
   0.0546800    0.0414700
   0.0381100    0.0337200
   0.0243300    0.0259300
   0.0133800    0.0182900
   0.0054800    0.0110000
   0.0009800    0.0043200
   0.0000000    0.0000000
   0.0009800   -0.0038100
   0.0054800   -0.0082200
   0.0133800   -0.0117100
   0.0243300   -0.0144400
   0.0381100   -0.0166600
   0.0546800   -0.0185900
   0.0739500   -0.0203300
   0.0957600   -0.0218900
   0.1199900   -0.0232000
   0.1464800   -0.0242200
   0.1750400   -0.0249100
   0.2054900   -0.0252500
   0.2376000   -0.0252400
   0.2712000   -0.0249000
   0.3060900   -0.0242400
   0.3420400   -0.0232900
   0.3788700   -0.0220700
   0.4163800   -0.0205700
   0.4543500   -0.0187900
   0.4926500   -0.0167900
   0.5309900   -0.0146600
   0.5693700   -0.0125300
   0.6077800   -0.0104900
   0.6459400   -0.0085900
   0.6835900   -0.0068600
   0.7204300   -0.0053100
   0.7561600   -0.0039600
   0.7904800   -0.0028300
   0.8230900   -0.0019500
   0.8537000   -0.0013200
   0.8820200   -0.0009400
   0.9077500   -0.0007400
   0.9306400   -0.0006700
   0.9504400   -0.0006300
   0.9669800   -0.0005700
   0.9803700   -0.0004400
   0.9907000   -0.0002600
   0.9975400   -0.0000800
   1.0000000    0.0000000
